mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.04,"8 km WNW of Cobb, CA",1710184716960,1710184809794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015781&format=geojson,,,,,automatic,0,17,nc,74015781,",nc74015781,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.01016,0.02,56.0,md,earthquake,"M 1.0 - 8 km WNW of Cobb, CA"
1.49,"6 km E of Butte, Montana",1710184353390,1710199248130,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042998,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042998&format=geojson,,,,,reviewed,0,34,mb,90042998,",mb90042998,",",mb,",",origin,phase-data,",11.0,0.06953,0.09,81.0,ml,quarry blast,"M 1.5 Quarry Blast - 6 km E of Butte, Montana"
1.24,"14 km SW of Volcano, Hawaii",1710184065690,1710297728670,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74133976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74133976&format=geojson,,,,,reviewed,0,24,hv,74133976,",hv74133976,",",hv,",",origin,phase-data,",10.0,0.02617,0.07,106.0,md,earthquake,"M 1.2 - 14 km SW of Volcano, Hawaii"
0.62,"20 km ESE of Anza, CA",1710183955060,1710268457599,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40685648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40685648&format=geojson,,,,,reviewed,0,6,ci,40685648,",ci40685648,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.04622,0.11,205.0,ml,earthquake,"M 0.6 - 20 km ESE of Anza, CA"
2.17,"6 km WNW of Cobb, CA",1710183883730,1710184069334,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015771&format=geojson,,,,,automatic,0,72,nc,74015771,",nc74015771,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.005884,0.07,44.0,md,earthquake,"M 2.2 - 6 km WNW of Cobb, CA"
1.3,"3 km W of Cromberg, California",1710183742391,1710203684565,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874580&format=geojson,,,,,reviewed,0,26,nn,00874580,",nn00874580,",",nn,",",origin,phase-data,",3.0,0.285,0.0946,329.92,ml,earthquake,"M 1.3 - 3 km W of Cromberg, California"
1.27,"5 km E of Butte, Montana",1710183643620,1710198796150,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042993,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042993&format=geojson,,,,,reviewed,0,25,mb,90042993,",mb90042993,",",mb,",",origin,phase-data,",10.0,0.06358,0.1,114.0,ml,quarry blast,"M 1.3 Quarry Blast - 5 km E of Butte, Montana"
0.9,"35 km W of Chignik Lake, Alaska",1710183601230,1710285373060,,https://earthquake.usgs.gov/earthquakes/eventpage/av92228661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92228661&format=geojson,,,,,reviewed,0,12,av,92228661,",av92228661,",",av,",",origin,phase-data,",6.0,,0.18,144.0,ml,earthquake,"M 0.9 - 35 km W of Chignik Lake, Alaska"
1.4,"11 km NNW of Virginia City, Nevada",1710183543940,1710189710089,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874551&format=geojson,,,,,reviewed,0,30,nn,00874551,",nn00874551,",",nn,",",origin,phase-data,",14.0,0.056,0.1388,67.59,ml,earthquake,"M 1.4 - 11 km NNW of Virginia City, Nevada"
2.0,"52 km NE of Chase, Alaska",1710182514888,1710182639092,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439q4cjk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439q4cjk&format=geojson,,,,,automatic,0,62,ak,02439q4cjk,",ak02439q4cjk,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 2.0 - 52 km NE of Chase, Alaska"
1.7,"19 km NW of Stanton, Texas",1710182112176,1710244050979,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ezia,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ezia&format=geojson,,,,,reviewed,0,44,tx,2024ezia,",tx2024ezia,",",tx,",",origin,phase-data,",13.0,0.0,0.3,66.0,ml,earthquake,"M 1.7 - 19 km NW of Stanton, Texas"
1.32,"6 km SW of Volcano, Hawaii",1710182013570,1710190095120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74133971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74133971&format=geojson,,,,,reviewed,0,27,hv,74133971,",hv74133971,",",hv,",",origin,phase-data,",25.0,0.003183,0.1,41.0,md,earthquake,"M 1.3 - 6 km SW of Volcano, Hawaii"
1.1,"5 km WSW of Topaz Lake, Nevada",1710181353360,1710203682763,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874579,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874579&format=geojson,,,,,reviewed,0,19,nn,00874579,",nn00874579,",",nn,",",origin,phase-data,",5.0,0.146,0.0442,278.84,ml,earthquake,"M 1.1 - 5 km WSW of Topaz Lake, Nevada"
0.94,"10 km ENE of Mammoth Lakes, CA",1710181225470,1710181320947,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015746&format=geojson,,,,,automatic,0,14,nc,74015746,",nc74015746,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.03223,0.2,202.0,md,earthquake,"M 0.9 - 10 km ENE of Mammoth Lakes, CA"
0.88,"3 km NW of The Geysers, CA",1710179437660,1710179529652,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015741&format=geojson,,,,,automatic,0,12,nc,74015741,",nc74015741,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.00815,0.05,110.0,md,earthquake,"M 0.9 - 3 km NW of The Geysers, CA"
1.33,"22 km SW of Ocotillo Wells, CA",1710178861750,1710262377140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40685632,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40685632&format=geojson,,,,,reviewed,0,27,ci,40685632,",ci40685632,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",52.0,0.05993,0.21,54.0,ml,earthquake,"M 1.3 - 22 km SW of Ocotillo Wells, CA"
1.4,"23 km W of Petersville, Alaska",1710178457816,1710178959002,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439phc2d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439phc2d&format=geojson,,,,,automatic,0,30,ak,02439phc2d,",ak02439phc2d,",",ak,",",origin,phase-data,",,,1.56,,ml,earthquake,"M 1.4 - 23 km W of Petersville, Alaska"
0.75,"1 km W of Bridge Creek, Oklahoma",1710178264950,1710179553607,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ezfv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ezfv&format=geojson,,,,,reviewed,0,9,ok,2024ezfv,",ok2024ezfv,",",ok,",",origin,phase-data,",14.0,0.001799646848,0.09,183.0,ml,earthquake,"M 0.8 - 1 km W of Bridge Creek, Oklahoma"
0.73,"10 km WNW of The Geysers, CA",1710178078140,1710178170369,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015726&format=geojson,,,,,automatic,0,8,nc,74015726,",nc74015726,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.003329,0.01,144.0,md,earthquake,"M 0.7 - 10 km WNW of The Geysers, CA"
0.76,"15 km NE of Milford, Utah",1710177950140,1710188460830,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80062536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80062536&format=geojson,,,,,reviewed,0,9,uu,80062536,",uu80062536,",",uu,",",origin,phase-data,",12.0,0.007401,0.06,97.0,md,earthquake,"M 0.8 - 15 km NE of Milford, Utah"
1.32,"8 km NE of Gilroy, CA",1710177728960,1710177825313,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015721&format=geojson,,,,,automatic,0,27,nc,74015721,",nc74015721,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.04106,0.07,78.0,md,earthquake,"M 1.3 - 8 km NE of Gilroy, CA"
0.29,"2 km NNE of The Geysers, CA",1710177024410,1710177120167,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015716&format=geojson,,,,,automatic,0,1,nc,74015716,",nc74015716,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.01164,0.02,94.0,md,earthquake,"M 0.3 - 2 km NNE of The Geysers, CA"
1.77,"2 km NNE of The Geysers, CA",1710176985200,1710177189777,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015711&format=geojson,,,,,automatic,0,48,nc,74015711,",nc74015711,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.01128,0.05,46.0,md,earthquake,"M 1.8 - 2 km NNE of The Geysers, CA"
1.70000005,"10 km W of Pāhala, Hawaii",1710176238110,1710176333830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74133916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74133916&format=geojson,,,,,automatic,0,44,hv,74133916,",hv74133916,",",hv,",",origin,phase-data,",27.0,0.04478,0.300000012,82.0,md,earthquake,"M 1.7 - 10 km W of Pāhala, Hawaii"
0.64,"10 km WSW of Chelan Falls, Washington",1710176189850,1710286130090,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61989451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61989451&format=geojson,,,,,reviewed,0,6,uw,61989451,",uw61989451,",",uw,",",origin,phase-data,",7.0,0.05661,0.09,120.0,ml,earthquake,"M 0.6 - 10 km WSW of Chelan Falls, Washington"
1.52,"20 km N of Fillmore, CA",1710176159190,1710203655015,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40685608,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40685608&format=geojson,,,,,reviewed,0,36,ci,40685608,",ci40685608,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.1009,0.22,64.0,ml,earthquake,"M 1.5 - 20 km N of Fillmore, CA"
1.9,"54 km N of Petersville, Alaska",1710175868664,1710176005482,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439ozixe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439ozixe&format=geojson,,,,,automatic,0,56,ak,02439ozixe,",ak02439ozixe,",",ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 1.9 - 54 km N of Petersville, Alaska"
1.48,"7 km NNW of Pinnacles, CA",1710175642110,1710175734935,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015706&format=geojson,,,,,automatic,0,34,nc,74015706,",nc74015706,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01444,0.16,140.0,md,earthquake,"M 1.5 - 7 km NNW of Pinnacles, CA"
1.98,"21 km NNE of Lakeview, Oregon",1710175127470,1710221575730,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61989446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61989446&format=geojson,,,,,reviewed,0,60,uw,61989446,",nn00874576,uw61989446,",",nn,uw,",",origin,phase-data,",4.0,0.3012,0.29,222.0,ml,earthquake,"M 2.0 - 21 km NNE of Lakeview, Oregon"
2.2,"63 km SE of Pedro Bay, Alaska",1710174189592,1710174330396,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439otiy7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439otiy7&format=geojson,,,,,automatic,0,74,ak,02439otiy7,",ak02439otiy7,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 2.2 - 63 km SE of Pedro Bay, Alaska"
2.5,"47 km NNW of Petersville, Alaska",1710173711015,1710338180040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439ortb6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439ortb6&format=geojson,,,,,automatic,0,96,ak,02439ortb6,",us7000m4p5,ak02439ortb6,",",us,ak,",",origin,phase-data,",,,0.28,,ml,earthquake,"M 2.5 - 47 km NNW of Petersville, Alaska"
1.8,"73 km NNE of Petersville, Alaska",1710172986339,1710173272402,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439op8e9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439op8e9&format=geojson,,,,,automatic,0,50,ak,02439op8e9,",ak02439op8e9,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 1.8 - 73 km NNE of Petersville, Alaska"
2.0,"31 km NW of Toyah, Texas",1710172714005,1710199129106,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ezcv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ezcv&format=geojson,,,,,reviewed,0,62,tx,2024ezcv,",tx2024ezcv,",",tx,",",origin,phase-data,",16.0,0.1,0.1,65.0,ml,earthquake,"M 2.0 - 31 km NW of Toyah, Texas"
0.7,"7 km WNW of Cobb, CA",1710172377420,1710172470273,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015686&format=geojson,,,,,automatic,0,8,nc,74015686,",nc74015686,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.005726,0.01,113.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
0.98,"7 km WNW of Cobb, CA",1710172284350,1710172380320,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015681&format=geojson,,,,,automatic,0,15,nc,74015681,",nc74015681,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.005173,0.02,69.0,md,earthquake,"M 1.0 - 7 km WNW of Cobb, CA"
1.15,"7 km WNW of Cobb, CA",1710172259760,1710172355264,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015676&format=geojson,,,,,automatic,0,20,nc,74015676,",nc74015676,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.005429,0.01,71.0,md,earthquake,"M 1.2 - 7 km WNW of Cobb, CA"
0.34,"6 km ESE of Cabazon, CA",1710172199650,1710267700133,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40685584,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40685584&format=geojson,,,,,reviewed,0,2,ci,40685584,",ci40685584,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1586,0.11,103.0,ml,earthquake,"M 0.3 - 6 km ESE of Cabazon, CA"
0.72,"6 km WNW of Cobb, CA",1710171595870,1710171690161,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015671&format=geojson,,,,,automatic,0,8,nc,74015671,",nc74015671,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.002334,0.01,94.0,md,earthquake,"M 0.7 - 6 km WNW of Cobb, CA"
2.0,"47 km ENE of Fort Bidwell, California",1710171318377,1710256375870,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874545,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874545&format=geojson,,,,,reviewed,0,62,nn,00874545,",nn00874545,",",nn,",",origin,phase-data,",3.0,0.532,0.0538,128.3,ml,earthquake,"M 2.0 - 47 km ENE of Fort Bidwell, California"
1.36,"4 km S of Trenton, Utah",1710171303040,1710174900670,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80062531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80062531&format=geojson,,,,,reviewed,0,28,uu,80062531,",uu80062531,",",uu,",",origin,phase-data,",19.0,0.1726,0.09,77.0,md,earthquake,"M 1.4 - 4 km S of Trenton, Utah"
2.9,"45 km ENE of Fort Bidwell, California",1710170391414,1710223898400,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4nv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m4nv&format=geojson,,,,,reviewed,0,129,us,7000m4nv,",nn00874543,uw61989441,us7000m4nv,",",nn,uw,us,",",origin,phase-data,trump-origin,",33.0,0.308,0.9,73.0,ml,earthquake,"M 2.9 - 45 km ENE of Fort Bidwell, California"
0.33,"65 km NE of Nikolski, Alaska",1710170355310,1710188449170,,https://earthquake.usgs.gov/earthquakes/eventpage/av92228541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92228541&format=geojson,,,,,reviewed,0,2,av,92228541,",av92228541,",",av,",",origin,phase-data,",4.0,,0.1,266.0,ml,earthquake,"M 0.3 - 65 km NE of Nikolski, Alaska"
1.04,"6 km NW of The Geysers, CA",1710170243690,1710170339896,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015646&format=geojson,,,,,automatic,0,17,nc,74015646,",nc74015646,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01691,0.02,82.0,md,earthquake,"M 1.0 - 6 km NW of The Geysers, CA"
0.52,"66 km NE of Nikolski, Alaska",1710170108480,1710187706940,,https://earthquake.usgs.gov/earthquakes/eventpage/av91135978,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91135978&format=geojson,,,,,reviewed,0,4,av,91135978,",av91135978,",",av,",",origin,phase-data,",5.0,,0.25,233.0,ml,earthquake,"M 0.5 - 66 km NE of Nikolski, Alaska"
1.06,"7 km WNW of Cobb, CA",1710170053510,1710170149866,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015641&format=geojson,,,,,automatic,0,17,nc,74015641,",nc74015641,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.005184,0.01,73.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
0.97,"67 km NE of Nikolski, Alaska",1710170028230,1710186681690,,https://earthquake.usgs.gov/earthquakes/eventpage/av92228531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92228531&format=geojson,,,,,reviewed,0,14,av,92228531,",av92228531,",",av,",",origin,phase-data,",7.0,,0.21,218.0,ml,earthquake,"M 1.0 - 67 km NE of Nikolski, Alaska"
0.65,"68 km NE of Nikolski, Alaska",1710169976870,1710186169680,,https://earthquake.usgs.gov/earthquakes/eventpage/av91135968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91135968&format=geojson,,,,,reviewed,0,6,av,91135968,",av91135968,",",av,",",origin,phase-data,",4.0,,0.07,208.0,ml,earthquake,"M 0.7 - 68 km NE of Nikolski, Alaska"
0.81,"67 km NE of Nikolski, Alaska",1710169954540,1710185813150,,https://earthquake.usgs.gov/earthquakes/eventpage/av92228526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92228526&format=geojson,,,,,reviewed,0,10,av,92228526,",av92228526,",",av,",",origin,phase-data,",6.0,,0.21,225.0,ml,earthquake,"M 0.8 - 67 km NE of Nikolski, Alaska"
0.75,"6 km WNW of Cobb, CA",1710169926380,1710170019876,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015636&format=geojson,,,,,automatic,0,9,nc,74015636,",nc74015636,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.003036,0.01,72.0,md,earthquake,"M 0.8 - 6 km WNW of Cobb, CA"
1.7,"8 km WNW of Prague, Oklahoma",1710169084240,1710173523436,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ezav,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ezav&format=geojson,,,,,reviewed,0,44,ok,2024ezav,",ok2024ezav,",",ok,",",origin,phase-data,",70.0,0.01259752794,0.24,31.0,ml,earthquake,"M 1.7 - 8 km WNW of Prague, Oklahoma"
1.4,"4 km S of Salcha, Alaska",1710169055463,1710169416876,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439nu02y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439nu02y&format=geojson,1.0,2.0,,,automatic,0,30,ak,02439nu02y,",ak02439nu02y,",",ak,",",dyfi,origin,phase-data,",,,0.53,,ml,earthquake,"M 1.4 - 4 km S of Salcha, Alaska"
0.66,"3 km N of The Geysers, CA",1710169000550,1710169094686,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015631&format=geojson,,,,,automatic,0,7,nc,74015631,",nc74015631,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.02172,0.03,97.0,md,earthquake,"M 0.7 - 3 km N of The Geysers, CA"
0.27,"9 km WNW of Cobb, CA",1710168456570,1710168550592,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015626&format=geojson,,,,,automatic,0,1,nc,74015626,",nc74015626,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.008983,0.01,87.0,md,earthquake,"M 0.3 - 9 km WNW of Cobb, CA"
1.7,"1 km ENE of Badger, Alaska",1710167592871,1710167737358,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02439not5j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02439not5j&format=geojson,,,,,automatic,0,44,ak,02439not5j,",ak02439not5j,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.7 - 1 km ENE of Badger, Alaska"
1.05,"8 km NW of The Geysers, CA",1710167255010,1710167350416,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015616&format=geojson,,,,,automatic,0,17,nc,74015616,",nc74015616,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.007462,0.02,45.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
0.79,"7 km WNW of Cobb, CA",1710166873530,1710166970286,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74015606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74015606&format=geojson,,,,,automatic,0,10,nc,74015606,",nc74015606,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.005604,0.03,74.0,md,earthquake,"M 0.8 - 7 km WNW of Cobb, CA"
1.8,"28 km SSE of Mina, Nevada",1710166846425,1710176091563,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874527&format=geojson,,,,,reviewed,0,50,nn,00874527,",nn00874527,",",nn,",",origin,phase-data,",11.0,0.057,0.1723,61.01,ml,earthquake,"M 1.8 - 28 km SSE of Mina, Nevada"
